time_type,date,indicator,indicator_category,geography,group_name,group_category,estimate,sd,season
Weekly,10/14/2023,booster,boosted,Puerto Rico,Overall,Overall,1.8503,0.23051020408163264,2023/2024
Weekly,10/14/2023,booster,boosted,Rhode Island,Overall,Overall,10.2992,2.277244897959184,2023/2024
Weekly,10/14/2023,booster,boosted,South Carolina,Overall,Overall,5.8707,1.123265306122449,2023/2024
Weekly,10/14/2023,booster,boosted,South Dakota,Overall,Overall,5.3678,0.5836734693877551,2023/2024
Weekly,10/14/2023,booster,boosted,Wyoming,Overall,Overall,3.4183,0.46443877551020407,2023/2024
Weekly,10/14/2023,booster,boosted,Region 1,Overall,Overall,10.0905,0.7880102040816327,2023/2024
Weekly,10/14/2023,booster,boosted,Region 10,Overall,Overall,6.5838,0.6261734693877551,2023/2024
Weekly,10/14/2023,booster,boosted,Region 2,Overall,Overall,7.1827,0.6924489795918367,2023/2024
Weekly,10/14/2023,booster,boosted,Region 3,Overall,Overall,8.6965,0.6988265306122449,2023/2024
Weekly,10/14/2023,booster,boosted,Region 4,Overall,Overall,4.8397,0.4126530612244898,2023/2024
Weekly,10/14/2023,booster,boosted,Region 5,Overall,Overall,5.6649,0.3489285714285714,2023/2024
Weekly,10/14/2023,booster,boosted,Region 6,Overall,Overall,4.2068,0.34596938775510205,2023/2024
Weekly,10/14/2023,booster,boosted,Region 7,Overall,Overall,6.1521,0.5676530612244898,2023/2024
Weekly,10/14/2023,booster,boosted,National,Disability Status,No,6.0984,0.19948979591836735,2023/2024
Weekly,10/14/2023,booster,boosted,National,Disability Status,Yes,7.9838,0.8769387755102042,2023/2024
Weekly,10/14/2023,booster,boosted,National,Age,18-29 years,1.8708,0.1939795918367347,2023/2024
Weekly,10/14/2023,booster,boosted,National,Age,30-39 years,3.3653,0.30392857142857144,2023/2024
Weekly,10/14/2023,booster,boosted,National,Age,40-49 years,3.1446,0.21081632653061225,2023/2024
Weekly,10/14/2023,booster,boosted,National,Age,50-64 years,6.2266,0.3447959183673469,2023/2024
Weekly,10/14/2023,booster,boosted,National,Urbanicity,Rural (Non-MSA),3.8172,0.22770408163265304,2023/2024
Weekly,10/14/2023,booster,boosted,National,Urbanicity,Suburban (MSA Non-Principal City),6.9266,0.3025,2023/2024
Weekly,10/14/2023,booster,boosted,National,Race/Ethnicity,"Black, Non-Hispanic",4.7012,0.44974489795918365,2023/2024
Weekly,10/14/2023,booster,boosted,National,Race/Ethnicity,Hispanic,2.687,0.21872448979591838,2023/2024
Weekly,10/14/2023,booster,boosted,National,Race/Ethnicity,"Other, Non-Hispanic",3.7759,0.4025,2023/2024
Weekly,10/14/2023,booster,boosted,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",3.4739,0.9719387755102041,2023/2024
Weekly,10/14/2023,booster,boosted,National,Race/Ethnicity,"White, Non-Hispanic",8.1532,0.300969388,2023/2024
Weekly,10/14/2023,booster,boosted,National,Poverty Status,"Above Poverty, Income >= $75k",8.3763,0.34127551020408164,2023/2024
Weekly,10/14/2023,booster,boosted,National,Poverty Status,Below Poverty,2.5466,0.29622448979591837,2023/2024
Weekly,10/14/2023,booster,boosted,Delaware,Overall,Overall,5.9461,0.7259183673469388,2023/2024
Weekly,10/14/2023,booster,boosted,District of Columbia,Overall,Overall,12.3036,1.2611734693877552,2023/2024
Weekly,10/14/2023,booster,boosted,Florida,Overall,Overall,4.8051,0.9530102040816326,2023/2024
Weekly,10/14/2023,booster,boosted,Georgia,Overall,Overall,2.2684,0.40035714285714286,2023/2024
Weekly,10/14/2023,booster,boosted,Hawaii,Overall,Overall,8.5816,0.754438776,2023/2024
Weekly,10/14/2023,booster,boosted,Idaho,Overall,Overall,6.141,1.039591836734694,2023/2024
Weekly,10/14/2023,booster,boosted,Illinois,Overall,Overall,9.2749,0.7110714285714286,2023/2024
Weekly,10/14/2023,booster,boosted,Indiana,Overall,Overall,4.1914,0.7948979591836736,2023/2024
Weekly,10/14/2023,booster,boosted,Iowa,Overall,Overall,6.6111,1.1355102040816327,2023/2024
Weekly,10/14/2023,booster,boosted,Missouri,Overall,Overall,5.7878,1.0325,2023/2024
Weekly,10/14/2023,booster,boosted,Montana,Overall,Overall,8.5109,0.9593877551020409,2023/2024
Weekly,10/14/2023,booster,boosted,Nebraska,Overall,Overall,6.2029,0.8818877551020408,2023/2024
Weekly,10/14/2023,booster,boosted,Nevada,Overall,Overall,6.0036,0.6740306122448979,2023/2024
Weekly,10/14/2023,booster,boosted,New Hampshire,Overall,Overall,7.3088,0.6914795918367347,2023/2024
Weekly,10/14/2023,booster,boosted,New Jersey,Overall,Overall,9.3156,1.361530612244898,2023/2024
Weekly,10/14/2023,booster,boosted,New Mexico,Overall,Overall,7.7087,0.7407142857142858,2023/2024
Weekly,10/14/2023,booster,boosted,New York,Overall,Overall,7.0516,0.9333673469387754,2023/2024
Weekly,10/14/2023,booster,boosted,North Carolina,Overall,Overall,6.9569,0.5829591836734694,2023/2024
Weekly,10/14/2023,booster,boosted,Tennessee,Overall,Overall,2.7586,0.5295408163265306,2023/2024
Weekly,10/14/2023,booster,boosted,Texas,Overall,Overall,3.8573,0.46255102040816326,2023/2024
Weekly,10/14/2023,booster,boosted,Utah,Overall,Overall,2.5477,0.5381632653061225,2023/2024
Weekly,10/14/2023,booster,boosted,Vermont,Overall,Overall,5.2914,1.1855102040816325,2023/2024
Weekly,10/14/2023,booster,boosted,Virgin Islands,Overall,Overall,1.026,0.26040816326530614,2023/2024
Weekly,10/14/2023,booster,boosted,Virginia,Overall,Overall,7.9712,0.9843367346938776,2023/2024
Weekly,10/14/2023,booster,boosted,Washington,Overall,Overall,6.5246,0.9233163265306124,2023/2024
Weekly,10/14/2023,booster,boosted,West Virginia,Overall,Overall,3.3541,0.5946938775510204,2023/2024
Weekly,10/14/2023,booster,boosted,Wisconsin,Overall,Overall,6.2772,0.773673469,2023/2024
Weekly,10/14/2023,booster,boosted,Region 8,Overall,Overall,4.4936,0.3419387755102041,2023/2024
Weekly,10/14/2023,booster,boosted,Region 9,Overall,Overall,6.521,0.6482142857142857,2023/2024
Weekly,10/14/2023,booster,boosted,National,Overall,Overall,6.3713,0.20408163265306123,2023/2024
Weekly,10/14/2023,booster,boosted,National,Health Insurance,Insured,7.0526,0.2306122448979592,2023/2024
Weekly,10/14/2023,booster,boosted,National,Health Insurance,Uninsured,1.1747,0.13969387755102042,2023/2024
Weekly,10/14/2023,booster,boosted,National,Gender Identity,Cisgender,6.4139,0.2085204081632653,2023/2024
Weekly,10/14/2023,booster,boosted,National,Gender Identity,Don't Know/Refused,5.7952,1.447142857142857,2023/2024
Weekly,10/14/2023,booster,boosted,National,Gender Identity,Transgender/Nonbinary,4.3947,0.9663775510204081,2023/2024
Weekly,10/14/2023,booster,boosted,National,Age,65-74 years,14.4436,0.8762244897959184,2023/2024
Weekly,10/14/2023,booster,boosted,National,Age,75+ years,16.6375,1.3826530612244898,2023/2024
Weekly,10/21/2023,booster,boosted,Illinois-City of Chicago,Overall,Overall,12.9701,1.1954591836734696,2023/2024
Weekly,10/21/2023,booster,boosted,Illinois-Rest of State,Overall,Overall,9.6592,0.7826020408163266,2023/2024
Weekly,10/21/2023,booster,boosted,New York-New York City,Overall,Overall,7.6933,1.4393877551020409,2023/2024
Weekly,10/21/2023,booster,boosted,New York-Rest of State,Overall,Overall,10.3776,1.5086224489795919,2023/2024
Weekly,10/21/2023,booster,boosted,Pennsylvania-Philadelphia County,Overall,Overall,10.0497,1.0763775510204083,2023/2024
Weekly,10/21/2023,booster,boosted,Pennsylvania-Rest of State,Overall,Overall,9.7116,0.9939285714285714,2023/2024
Weekly,10/21/2023,booster,boosted,Texas-Bexar County,Overall,Overall,8.0858,0.6430612244897959,2023/2024
Weekly,10/21/2023,booster,boosted,Texas-City of Houston,Overall,Overall,7.2392,0.7030102040816326,2023/2024
Weekly,10/21/2023,booster,boosted,Texas-Rest of State,Overall,Overall,4.2535,0.5518877551020409,2023/2024
Weekly,10/21/2023,booster,boosted,National,Health Insurance Among 18-64 Years,Insured,6.253,0.2590816326530612,2023/2024
Weekly,10/21/2023,booster,boosted,National,Health Insurance Among 18-64 Years,Uninsured,1.8434,0.28571428571428575,2023/2024
Weekly,10/21/2023,booster,boosted,National,Sex,Male,7.2895,0.2973469387755102,2023/2024
Weekly,10/21/2023,booster,boosted,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",2.3821,0.4877551020408163,2023/2024
Weekly,10/21/2023,booster,boosted,National,Race/Ethnicity,"Asian, Non-Hispanic",5.5023,0.8477040816326531,2023/2024
Weekly,10/21/2023,booster,boosted,National,Race/Ethnicity,"Black, Non-Hispanic",5.9153,0.5869897959183674,2023/2024
Weekly,10/21/2023,booster,boosted,National,Race/Ethnicity,Hispanic,3.3928,0.3118367346938775,2023/2024
Weekly,10/21/2023,booster,boosted,National,Race/Ethnicity,"Other, Non-Hispanic",4.8769,0.5194897959183673,2023/2024
Weekly,10/21/2023,booster,boosted,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",3.675,0.9532142857142858,2023/2024
Weekly,10/21/2023,booster,boosted,Arkansas,Overall,Overall,4.4946,0.7400510204081632,2023/2024
Weekly,10/21/2023,booster,boosted,California,Overall,Overall,8.554,0.9148469387755102,2023/2024
Weekly,10/21/2023,booster,boosted,Colorado,Overall,Overall,8.8271,0.7697448979591837,2023/2024
Weekly,10/21/2023,booster,boosted,Connecticut,Overall,Overall,9.2059,1.938265306122449,2023/2024
Weekly,10/21/2023,booster,boosted,Delaware,Overall,Overall,7.9466,0.855204082,2023/2024
Weekly,10/21/2023,booster,boosted,District of Columbia,Overall,Overall,15.8195,1.2267857142857144,2023/2024
Weekly,10/21/2023,booster,boosted,Florida,Overall,Overall,5.4985,1.071887755102041,2023/2024
Weekly,10/21/2023,booster,boosted,Georgia,Overall,Overall,2.2998,0.3998469387755102,2023/2024
Weekly,10/21/2023,booster,boosted,Hawaii,Overall,Overall,8.5816,0.754438776,2023/2024
Weekly,10/21/2023,booster,boosted,Massachusetts,Overall,Overall,13.5212,1.1213775510204083,2023/2024
Weekly,10/21/2023,booster,boosted,Michigan,Overall,Overall,7.1279,1.6067857142857145,2023/2024
Weekly,10/21/2023,booster,boosted,Minnesota,Overall,Overall,13.8368,1.3056122448979592,2023/2024
Weekly,10/21/2023,booster,boosted,Mississippi,Overall,Overall,3.5461,0.5382653061224489,2023/2024
Weekly,10/21/2023,booster,boosted,Missouri,Overall,Overall,7.0273,1.0492857142857144,2023/2024
Weekly,10/21/2023,booster,boosted,Montana,Overall,Overall,11.0889,0.9219387755102041,2023/2024
Weekly,10/21/2023,booster,boosted,Nebraska,Overall,Overall,7.0245,0.9770408163265306,2023/2024
Weekly,10/21/2023,booster,boosted,Nevada,Overall,Overall,7.5468,0.7176020408163266,2023/2024
Weekly,10/21/2023,booster,boosted,New Hampshire,Overall,Overall,9.4544,0.9521428571428572,2023/2024
Weekly,10/21/2023,booster,boosted,Puerto Rico,Overall,Overall,2.1479,0.24005102040816326,2023/2024
Weekly,10/21/2023,booster,boosted,Rhode Island,Overall,Overall,10.3691,2.126938775510204,2023/2024
Weekly,10/21/2023,booster,boosted,South Carolina,Overall,Overall,5.9025,0.754591837,2023/2024
Weekly,10/21/2023,booster,boosted,South Dakota,Overall,Overall,8.1328,0.7091836734693877,2023/2024
Weekly,10/21/2023,booster,boosted,Tennessee,Overall,Overall,2.7586,0.5295408163265306,2023/2024
Weekly,10/21/2023,booster,boosted,Texas,Overall,Overall,4.5685,0.470765306,2023/2024
Weekly,10/21/2023,booster,boosted,Utah,Overall,Overall,4.1622,0.9266326530612246,2023/2024
Weekly,10/21/2023,booster,boosted,Vermont,Overall,Overall,5.2914,1.1855102040816325,2023/2024
Weekly,10/21/2023,booster,boosted,Virgin Islands,Overall,Overall,1.026,0.26040816326530614,2023/2024
Weekly,10/21/2023,booster,boosted,Region 4,Overall,Overall,6.0538,0.5818877551020408,2023/2024
Weekly,10/21/2023,booster,boosted,Region 5,Overall,Overall,8.1341,0.5054591836734694,2023/2024
Weekly,10/21/2023,booster,boosted,Region 6,Overall,Overall,5.1055,0.3569387755102041,2023/2024
Weekly,10/21/2023,booster,boosted,Region 7,Overall,Overall,7.9959,0.6513265306122449,2023/2024
Weekly,10/21/2023,booster,boosted,Region 8,Overall,Overall,7.543,0.4851530612244898,2023/2024
Weekly,10/21/2023,booster,boosted,Region 9,Overall,Overall,8.851,0.717295918,2023/2024
Weekly,10/21/2023,booster,boosted,National,Overall,Overall,8.4691,0.2391326530612245,2023/2024
Weekly,10/21/2023,booster,boosted,National,Health Insurance,Insured,9.3562,0.2693877551020408,2023/2024
Weekly,10/21/2023,booster,boosted,National,Health Insurance,Uninsured,2.1272,0.31301020408163266,2023/2024
Weekly,10/21/2023,booster,boosted,National,Age,50-64 years,9.3723,0.5988265306122449,2023/2024
Weekly,10/21/2023,booster,boosted,National,Age,65-74 years,17.6735,0.8984183673469387,2023/2024
Weekly,10/21/2023,booster,boosted,National,Age,75+ years,21.2334,1.3368877551020408,2023/2024
Weekly,10/21/2023,booster,boosted,Idaho,Overall,Overall,7.4383,1.1202040816326533,2023/2024
Weekly,10/21/2023,booster,boosted,Illinois,Overall,Overall,11.0923,0.7179081632653062,2023/2024
Weekly,10/21/2023,booster,boosted,Indiana,Overall,Overall,6.3935,0.9015306122448979,2023/2024
Weekly,10/21/2023,booster,boosted,Iowa,Overall,Overall,10.2872,1.5171938775510205,2023/2024
Weekly,10/21/2023,booster,boosted,Kansas,Overall,Overall,8.3236,1.0211734693877552,2023/2024
Weekly,10/21/2023,booster,boosted,Kentucky,Overall,Overall,7.9979,0.9912755102040817,2023/2024
Weekly,10/21/2023,booster,boosted,Louisiana,Overall,Overall,4.2845,0.4978061224489796,2023/2024
Weekly,10/21/2023,booster,boosted,Maine,Overall,Overall,9.6286,0.9185204081632653,2023/2024
Weekly,10/21/2023,booster,boosted,Maryland,Overall,Overall,12.2756,1.8898469387755101,2023/2024
Weekly,10/21/2023,booster,boosted,New Jersey,Overall,Overall,10.3709,1.260357142857143,2023/2024
Weekly,10/21/2023,booster,boosted,New Mexico,Overall,Overall,9.3705,0.7321938775510204,2023/2024
Weekly,10/21/2023,booster,boosted,New York,Overall,Overall,9.3205,1.076326530612245,2023/2024
Weekly,10/21/2023,booster,boosted,North Carolina,Overall,Overall,8.5668,0.7203571428571428,2023/2024
Weekly,10/21/2023,booster,boosted,North Dakota,Overall,Overall,7.417,1.0543877551020409,2023/2024
Weekly,10/21/2023,booster,boosted,Ohio,Overall,Overall,3.065,0.5297448979591837,2023/2024
Weekly,10/21/2023,booster,boosted,Oklahoma,Overall,Overall,6.0212,0.596938776,2023/2024
Weekly,10/21/2023,booster,boosted,Oregon,Overall,Overall,10.3637,1.0945408163265307,2023/2024
Weekly,10/21/2023,booster,boosted,Pennsylvania,Overall,Overall,9.8661,0.8912244897959183,2023/2024
Weekly,10/21/2023,booster,boosted,Virginia,Overall,Overall,12.4514,1.2659183673469387,2023/2024
Weekly,10/21/2023,booster,boosted,Washington,Overall,Overall,8.8614,1.464795918367347,2023/2024
Weekly,10/21/2023,booster,boosted,West Virginia,Overall,Overall,6.2633,1.0827040816326532,2023/2024
Weekly,10/21/2023,booster,boosted,Wisconsin,Overall,Overall,8.9054,1.32,2023/2024
Weekly,10/21/2023,booster,boosted,Wyoming,Overall,Overall,5.0231,0.59015306122448985,2023/2024
Weekly,10/21/2023,booster,boosted,Region 1,Overall,Overall,11.9544,0.8012755102040816,2023/2024
Weekly,10/21/2023,booster,boosted,Region 10,Overall,Overall,9.2007,0.9009183673469389,2023/2024
Weekly,10/21/2023,booster,boosted,Region 2,Overall,Overall,9.0323,0.7631122448979593,2023/2024
Weekly,10/21/2023,booster,boosted,Region 3,Overall,Overall,11.1996,0.6429081632653061,2023/2024
Weekly,10/21/2023,booster,boosted,National,Gender Identity,Cisgender,8.5248,0.24387755102040815,2023/2024
Weekly,10/21/2023,booster,boosted,National,Gender Identity,Don't Know/Refused,7.0627,1.5588775510204083,2023/2024
Weekly,10/21/2023,booster,boosted,National,Gender Identity,Transgender/Nonbinary,5.8273,1.2940306122448981,2023/2024
Weekly,10/21/2023,booster,boosted,National,Disability Status,No,8.3636,0.2511734693877551,2023/2024
Weekly,10/21/2023,booster,boosted,National,Disability Status,Yes,8.6814,0.7456122448979592,2023/2024
Weekly,10/21/2023,booster,boosted,National,Age,18-29 years,2.3673,0.1881122448979592,2023/2024
Weekly,10/21/2023,booster,boosted,National,Age,30-39 years,4.2402,0.33010204081632655,2023/2024
Weekly,10/21/2023,booster,boosted,National,Age,40-49 years,4.4694,0.3110204081632653,2023/2024
Weekly,10/21/2023,booster,boosted,National,Urbanicity,Rural (Non-MSA),5.6071,0.36750000000000005,2023/2024
Weekly,10/21/2023,booster,boosted,National,Urbanicity,Suburban (MSA Non-Principal City),9.3517,0.3706632653061225,2023/2024
Weekly,10/21/2023,booster,boosted,National,Urbanicity,Urban MSA Principal City,7.9802,0.3585204081632653,2023/2024
Weekly,10/21/2023,booster,boosted,National,Sexual Orientation,Don't Know/Refused,6.6611,0.6931632653061225,2023/2024
Weekly,10/21/2023,booster,boosted,National,Sexual Orientation,Gay/Lesbian/Bisexual/Other,9.777,1.179234693877551,2023/2024
Weekly,10/21/2023,booster,boosted,National,Sexual Orientation,Straight,8.4096,0.24209183673469387,2023/2024
Weekly,10/21/2023,booster,boosted,National,Sex,Female,9.5777,0.3604591836734694,2023/2024
Weekly,10/21/2023,booster,boosted,National,Race/Ethnicity,"White, Non-Hispanic",10.9029,0.34372448979591835,2023/2024
Weekly,10/21/2023,booster,boosted,National,Poverty Status,"Above Poverty, Income >= $75k",11.9292,0.4761734693877551,2023/2024
Weekly,10/21/2023,booster,boosted,National,Poverty Status,Below Poverty,2.9019,0.3182142857142857,2023/2024
Weekly,10/21/2023,booster,boosted,National,Poverty Status,"Above Poverty, Income < $75k",7.0015,0.39357142857142857,2023/2024
Weekly,10/21/2023,booster,boosted,National,Poverty Status,Poverty Status Unknown,7.4342,0.41790816326530617,2023/2024
Weekly,10/21/2023,booster,boosted,Alabama,Overall,Overall,3.777,0.44668367346938775,2023/2024
Weekly,10/21/2023,booster,boosted,Alaska,Overall,Overall,7.0937,0.9409693877551021,2023/2024
Weekly,10/21/2023,booster,boosted,Arizona,Overall,Overall,9.4,0.6972448979591837,2023/2024
Weekly,10/28/2023,booster,boosted,Illinois-City of Chicago,Overall,Overall,14.6434,0.6502551020408163,2023/2024
Weekly,10/28/2023,booster,boosted,Illinois-Rest of State,Overall,Overall,10.9641,0.9189285714285714,2023/2024
Weekly,10/28/2023,booster,boosted,New York-New York City,Overall,Overall,9.015,1.9487755102040816,2023/2024
Weekly,10/28/2023,booster,boosted,New York-Rest of State,Overall,Overall,11.6255,1.6929591836734694,2023/2024
Weekly,10/28/2023,booster,boosted,Pennsylvania-Philadelphia County,Overall,Overall,10.4058,1.0951530612244897,2023/2024
Weekly,10/28/2023,booster,boosted,Pennsylvania-Rest of State,Overall,Overall,12.3368,1.369081632653061,2023/2024
Weekly,10/28/2023,booster,boosted,Texas-Bexar County,Overall,Overall,9.855,0.8155102040816327,2023/2024
Weekly,10/28/2023,booster,boosted,Texas-City of Houston,Overall,Overall,8.6592,0.9321428571428572,2023/2024
Weekly,10/28/2023,booster,boosted,Texas-Rest of State,Overall,Overall,5.0269,0.7679081632653062,2023/2024
Weekly,10/28/2023,booster,boosted,National,Health Insurance Among 18-64 Years,Insured,7.1951,0.298469388,2023/2024
Weekly,10/28/2023,booster,boosted,National,Health Insurance Among 18-64 Years,Uninsured,2.9255,0.8153061224489796,2023/2024
Weekly,10/28/2023,booster,boosted,National,Urbanicity,Rural (Non-MSA),6.765,0.43647959183673474,2023/2024
Weekly,10/28/2023,booster,boosted,National,Urbanicity,Suburban (MSA Non-Principal City),10.4743,0.4146938775510204,2023/2024
Weekly,10/28/2023,booster,boosted,National,Urbanicity,Urban MSA Principal City,9.51,0.46448979591836737,2023/2024
Weekly,10/28/2023,booster,boosted,National,Race/Ethnicity,Hispanic,4.0165,0.49984693877551023,2023/2024
Weekly,10/28/2023,booster,boosted,National,Race/Ethnicity,"Other, Non-Hispanic",5.6794,0.5584183673469388,2023/2024
Weekly,10/28/2023,booster,boosted,National,Race/Ethnicity,"Pacific Islander/Native Hawaiian, Non-Hispanic",4.1322,1.064234693877551,2023/2024
Weekly,10/28/2023,booster,boosted,National,Race/Ethnicity,"White, Non-Hispanic",12.4428,0.39234693877551025,2023/2024
